id,Points,Time,Latitude,Longitude,Direction
518,Point 518,20:12:30,18.61274,73.81721,Forward
519,Point 519,20:13:00,18.61289,73.81709,Forward
520,Point 520,20:13:30,18.61301,73.81699,Forward
521,Point 521,20:14:00,18.6136,73.81651,Forward
522,Point 522,20:14:30,18.61372,73.81641,Forward
523,Point 523,20:15:00,18.6138,73.81635,Forward
524,Point 524,20:15:30,18.61425,73.81595,Forward
525,Point 525,20:16:00,18.61537,73.81498,Forward
526,Point 526,20:16:30,18.61578,73.81463,Forward
527,Point 527,20:17:00,18.6164,73.8141,Forward
528,Point 528,20:17:30,18.61709,73.81347,Forward
529,Point 529,20:18:00,18.61792,73.81277,Forward
530,Point 530,20:18:30,18.618,73.8127,Forward
531,Point 531,20:19:00,18.61806,73.81265,Forward
532,Point 532,20:19:30,18.61883,73.81198,Forward
533,Point 533,20:20:00,18.61887,73.81192,Forward
534,Point 534,20:20:30,18.61892,73.81182,Forward
535,Point 535,20:21:00,18.61896,73.81172,Forward
536,Point 536,20:21:30,18.6195,73.81125,Forward
537,Point 537,20:22:00,18.61982,73.81098,Forward
538,Point 538,20:22:30,18.6203,73.81056,Forward
539,Point 539,20:23:00,18.62047,73.81041,Forward
540,Point 540,20:23:30,18.62051,73.81038,Forward
541,Point 541,20:24:00,18.6209,73.81004,Forward
542,Point 542,20:24:30,18.6212,73.80979,Forward
543,Point 543,20:25:00,18.62202,73.80908,Forward
544,Point 544,20:25:30,18.62244,73.80873,Forward
545,Point 545,20:26:00,18.62301,73.80824,Forward
546,Point 546,20:26:30,18.62328,73.80801,Forward
547,Point 547,20:27:00,18.62346,73.80786,Forward
548,Point 548,20:27:30,18.62358,73.80776,Forward
549,Point 549,20:28:00,18.62367,73.80769,Forward
550,Point 550,20:28:30,18.62389,73.80751,Forward
551,Point 551,20:29:00,18.62391,73.80749,Forward
552,Point 552,20:29:30,18.62426,73.80719,Forward
553,Point 553,20:30:00,18.6251,73.80651,Forward
554,Point 554,20:30:30,18.62618,73.80562,Forward
555,Point 555,20:31:00,18.62618,73.80561,Forward
556,Point 556,20:31:30,18.62618,73.8056,Forward
557,Point 557,20:32:00,18.62618,73.80559,Forward
558,Point 558,20:32:30,18.62619,73.80558,Forward
559,Point 559,20:33:00,18.62619,73.80557,Forward
560,Point 560,20:33:30,18.62619,73.80556,Forward
561,Point 561,20:34:00,18.6262,73.80556,Forward
562,Point 562,20:34:30,18.6262,73.80555,Forward
563,Point 563,20:35:00,18.62621,73.80554,Forward
564,Point 564,20:35:30,18.62622,73.80553,Forward
565,Point 565,20:36:00,18.62623,73.80552,Forward
566,Point 566,20:36:30,18.62624,73.80551,Forward
567,Point 567,20:37:00,18.62625,73.8055,Forward
568,Point 568,20:37:30,18.62627,73.80549,Forward
569,Point 569,20:38:00,18.62628,73.80548,Forward
570,Point 570,20:38:30,18.62629,73.80547,Forward
571,Point 571,20:39:00,18.6263,73.80547,Forward
572,Point 572,20:39:30,18.62631,73.80547,Forward
573,Point 573,20:40:00,18.62632,73.80547,Forward
574,Point 574,20:40:30,18.62632,73.80546,Forward
575,Point 575,20:41:00,18.62633,73.80546,Forward
576,Point 576,20:41:30,18.62634,73.80546,Forward
577,Point 577,20:42:00,18.62635,73.80546,Forward
578,Point 578,20:42:30,18.62649,73.80529,Forward
579,Point 579,20:43:00,18.62726,73.80461,Forward
580,Point 580,20:43:30,18.6277,73.80425,Forward
581,Point 581,20:44:00,18.62786,73.80413,Forward
582,Point 582,20:44:30,18.62893,73.80324,Forward
583,Point 583,20:45:00,18.62931,73.80291,Forward
584,Point 584,20:45:30,18.62944,73.80281,Forward
585,Point 585,20:46:00,18.62953,73.80275,Forward
586,Point 586,20:46:30,18.62958,73.8027,Forward
587,Point 587,20:47:00,18.62999,73.80278,Forward
588,Point 588,20:47:30,18.62988,73.80285,Forward
589,Point 589,20:48:00,18.62914,73.80344,Forward
590,Point 590,20:48:30,18.62887,73.80368,Forward
591,Point 591,20:49:00,18.62794,73.80446,Reverse
592,Point 592,20:49:30,18.62724,73.80506,Reverse
593,Point 593,20:50:00,18.62704,73.80522,Reverse
594,Point 594,20:50:30,18.62651,73.80566,Reverse
595,Point 595,20:51:00,18.62651,73.80567,Reverse
596,Point 596,20:51:30,18.62651,73.80568,Reverse
597,Point 597,20:52:00,18.62651,73.80569,Reverse
598,Point 598,20:52:30,18.6265,73.80569,Reverse
599,Point 599,20:53:00,18.6265,73.8057,Reverse
600,Point 600,20:53:30,18.6265,73.80571,Reverse
601,Point 601,20:54:00,18.62649,73.80572,Reverse
602,Point 602,20:54:30,18.62649,73.80573,Reverse
603,Point 603,20:55:00,18.62648,73.80574,Reverse
604,Point 604,20:55:30,18.62647,73.80575,Reverse
605,Point 605,20:56:00,18.62645,73.80576,Reverse
606,Point 606,20:56:30,18.62644,73.80577,Reverse
607,Point 607,20:57:00,18.62643,73.80578,Reverse
608,Point 608,20:57:30,18.62641,73.80579,Reverse
609,Point 609,20:58:00,18.6264,73.8058,Reverse
610,Point 610,20:58:30,18.62637,73.80582,Reverse
611,Point 611,20:59:00,18.62634,73.80581,Reverse
612,Point 612,20:59:30,18.62622,73.80595,Reverse
613,Point 613,21:00:00,18.62608,73.80608,Reverse
614,Point 614,21:00:30,18.6258,73.80632,Reverse
615,Point 615,21:01:00,18.62569,73.80641,Reverse
616,Point 616,21:01:30,18.62546,73.80659,Reverse
617,Point 617,21:02:00,18.62442,73.80747,Reverse
618,Point 618,21:02:30,18.62432,73.80751,Reverse
619,Point 619,21:03:00,18.62425,73.80755,Reverse
620,Point 620,21:03:30,18.62416,73.80763,Reverse
621,Point 621,21:04:00,18.62402,73.80769,Reverse
622,Point 622,21:04:30,18.62377,73.80791,Reverse
623,Point 623,21:05:00,18.62349,73.80815,Reverse
624,Point 624,21:05:30,18.62279,73.80874,Reverse
625,Point 625,21:06:00,18.62265,73.80886,Reverse
626,Point 626,21:06:30,18.62237,73.8091,Reverse
627,Point 627,21:07:00,18.62209,73.80934,Reverse
628,Point 628,21:07:30,18.62195,73.80946,Reverse
629,Point 629,21:08:00,18.62184,73.80954,Reverse
630,Point 630,21:08:30,18.62181,73.80957,Reverse
631,Point 631,21:09:00,18.62153,73.80982,Reverse
632,Point 632,21:09:30,18.62074,73.8105,Reverse
633,Point 633,21:10:00,18.6204,73.81079,Reverse
634,Point 634,21:10:30,18.62036,73.81083,Reverse
635,Point 635,21:11:00,18.6198,73.81131,Reverse
636,Point 636,21:11:30,18.61964,73.81146,Reverse
637,Point 637,21:12:00,18.61898,73.81201,Reverse
638,Point 638,21:12:30,18.61874,73.81222,Reverse
639,Point 639,21:13:00,18.61834,73.81256,Reverse
640,Point 640,21:13:30,18.6182,73.81268,Reverse
641,Point 641,21:14:00,18.61806,73.8128,Reverse
642,Point 642,21:14:30,18.61796,73.81289,Reverse
643,Point 643,21:15:00,18.61793,73.81292,Reverse
644,Point 644,21:15:30,18.61779,73.81304,Reverse
645,Point 645,21:16:00,18.61724,73.81353,Reverse
646,Point 646,21:16:30,18.6171,73.81365,Reverse
647,Point 647,21:17:00,18.61705,73.81369,Reverse
648,Point 648,21:17:30,18.61668,73.81402,Reverse
649,Point 649,21:18:00,18.61655,73.81414,Reverse
650,Point 650,21:18:30,18.61627,73.81438,Reverse
651,Point 651,21:19:00,18.61613,73.81451,Reverse
652,Point 652,21:19:30,18.61572,73.81487,Reverse
653,Point 653,21:20:00,18.61517,73.81536,Reverse
654,Point 654,21:20:30,18.61503,73.81548,Reverse
655,Point 655,21:21:00,18.61476,73.81573,Reverse
656,Point 656,21:21:30,18.61434,73.81609,Reverse
657,Point 657,21:22:00,18.61391,73.81649,Reverse
658,Point 658,21:22:30,18.61381,73.81658,Reverse
659,Point 659,21:23:00,18.61371,73.81667,Reverse
660,Point 660,21:23:30,18.61312,73.81717,Reverse
661,Point 661,21:24:00,18.6131,73.81719,Reverse
662,Point 662,21:24:30,18.61298,73.81729,Reverse
663,Point 663,21:25:00,18.61213,73.818,Reverse
664,Point 664,21:25:30,18.6118,73.81826,Reverse
665,Point 665,21:26:00,18.61169,73.81834,Reverse
666,Point 666,21:26:30,18.61159,73.81843,Reverse
667,Point 667,21:27:00,18.61145,73.81855,Reverse
668,Point 668,21:27:30,18.61131,73.81866,Reverse
669,Point 669,21:28:00,18.61117,73.81878,Reverse
670,Point 670,21:28:30,18.61106,73.81888,Reverse
671,Point 671,21:29:00,18.61103,73.8189,Reverse
672,Point 672,21:29:30,18.61091,73.819,Reverse
673,Point 673,21:30:00,18.61089,73.81902,Reverse
674,Point 674,21:30:30,18.61075,73.81914,Reverse
675,Point 675,21:31:00,18.61062,73.81926,Reverse
676,Point 676,21:31:30,18.61048,73.81937,Reverse
677,Point 677,21:32:00,18.61034,73.81949,Reverse
678,Point 678,21:32:30,18.6102,73.81961,Reverse
679,Point 679,21:33:00,18.61006,73.81973,Reverse
680,Point 680,21:33:30,18.60993,73.81983,Reverse
681,Point 681,21:34:00,18.60992,73.81985,Reverse
682,Point 682,21:34:30,18.60979,73.81995,Reverse
683,Point 683,21:35:00,18.60978,73.81996,Reverse
684,Point 684,21:35:30,18.60965,73.82007,Reverse
685,Point 685,21:36:00,18.60964,73.82008,Reverse
686,Point 686,21:36:30,18.60951,73.82019,Reverse
687,Point 687,21:37:00,18.6095,73.8202,Reverse
688,Point 688,21:37:30,18.60936,73.82032,Reverse
689,Point 689,21:38:00,18.60922,73.82044,Reverse
690,Point 690,21:38:30,18.60908,73.82055,Reverse
691,Point 691,21:39:00,18.60894,73.82067,Reverse
692,Point 692,21:39:30,18.6088,73.82079,Reverse
693,Point 693,21:40:00,18.60866,73.82091,Reverse
694,Point 694,21:40:30,18.60852,73.82103,Reverse
695,Point 695,21:41:00,18.60838,73.82114,Reverse
696,Point 696,21:41:30,18.60824,73.82126,Reverse
697,Point 697,21:42:00,18.60811,73.82138,Reverse
698,Point 698,21:42:30,18.60797,73.8215,Reverse
699,Point 699,21:43:00,18.60783,73.82162,Reverse
700,Point 700,21:43:30,18.60769,73.82173,Reverse
701,Point 701,21:44:00,18.60755,73.82185,Reverse
702,Point 702,21:44:30,18.60741,73.82197,Reverse
703,Point 703,21:45:00,18.60729,73.82204,Reverse
704,Point 704,21:45:30,18.6072,73.82215,Reverse
705,Point 705,21:46:00,18.60711,73.82223,Reverse
706,Point 706,21:46:30,18.60698,73.82244,Reverse
707,Point 707,21:47:00,18.60674,73.82273,Reverse
708,Point 708,21:47:30,18.60667,73.82279,Reverse
709,Point 709,21:48:00,18.60652,73.82291,Reverse
710,Point 710,21:48:30,18.60637,73.82303,Reverse
711,Point 711,21:49:00,18.60622,73.82315,Reverse
712,Point 712,21:49:30,18.60607,73.82327,Reverse
713,Point 713,21:50:00,18.60592,73.82339,Reverse
714,Point 714,21:50:30,18.60578,73.8235,Reverse
715,Point 715,21:51:00,18.60561,73.82364,Reverse
716,Point 716,21:51:30,18.60527,73.82395,Reverse
717,Point 717,21:52:00,18.60516,73.82401,Reverse
718,Point 718,21:52:30,18.60511,73.82411,Reverse
719,Point 719,21:53:00,18.60506,73.82416,Reverse
720,Point 720,21:53:30,18.605,73.82421,Reverse
721,Point 721,21:54:00,18.60471,73.82441,Reverse
722,Point 722,21:54:30,18.60462,73.82449,Reverse
723,Point 723,21:55:00,18.60453,73.82457,Reverse
724,Point 724,21:55:30,18.60433,73.82475,Reverse
725,Point 725,21:56:00,18.60432,73.82476,Reverse
726,Point 726,21:56:30,18.6043,73.82479,Reverse
727,Point 727,21:57:00,18.60422,73.82485,Reverse
728,Point 728,21:57:30,18.60421,73.82485,Reverse
729,Point 729,21:58:00,18.60408,73.82496,Reverse
730,Point 730,21:58:30,18.60394,73.82508,Reverse
731,Point 731,21:59:00,18.60381,73.8252,Reverse
732,Point 732,21:59:30,18.60377,73.82523,Reverse
733,Point 733,22:00:00,18.60367,73.82531,Reverse
734,Point 734,22:00:30,18.60353,73.82543,Reverse
735,Point 735,22:01:00,18.60352,73.82543,Reverse
736,Point 736,22:01:30,18.60341,73.82551,Reverse
737,Point 737,22:02:00,18.60338,73.82553,Reverse
738,Point 738,22:02:30,18.60322,73.82563,Reverse
739,Point 739,22:03:00,18.60308,73.82577,Reverse
740,Point 740,22:03:30,18.60288,73.82591,Reverse
741,Point 741,22:04:00,18.60261,73.82608,Reverse
742,Point 742,22:04:30,18.60218,73.82633,Reverse
743,Point 743,22:05:00,18.60127,73.82678,Reverse
744,Point 744,22:05:30,18.60126,73.82678,Reverse
745,Point 745,22:06:00,18.60039,73.82717,Reverse
746,Point 746,22:06:30,18.60004,73.82734,Reverse
747,Point 747,22:07:00,18.59928,73.82769,Reverse
748,Point 748,22:07:30,18.59887,73.82788,Reverse
749,Point 749,22:08:00,18.59847,73.82805,Reverse
750,Point 750,22:08:30,18.59809,73.82822,Reverse
751,Point 751,22:09:00,18.59823,73.8283,Reverse
752,Point 752,22:09:30,18.59825,73.82832,Reverse
753,Point 753,22:10:00,18.59828,73.82833,Reverse
754,Point 754,22:10:30,18.59832,73.82835,Reverse
755,Point 755,22:11:00,18.59862,73.82847,Reverse
756,Point 756,22:11:30,18.59888,73.82854,Reverse
757,Point 757,22:12:00,18.59886,73.82861,Reverse
