id,Points,Time,Latitude,Longitude,Direction
1143,point 1143,12:39:34,23.09932,74.23282,Forward
1144,point 1144,12:40:34,23.09738,74.233,Forward
1145,point 1145,12:41:34,23.0959,74.23305,Forward
1146,point 1146,12:42:34,23.09544,74.233,Forward
1147,point 1147,12:43:34,23.09508,74.23293,Forward
1148,point 1148,12:44:34,23.0947,74.23284,Forward
1149,point 1149,12:45:34,23.09458,74.23279,Forward
1150,point 1150,12:46:34,23.09439,74.23295,Forward
1151,point 1151,12:47:34,23.0942,74.23313,Forward
1152,point 1152,12:48:34,23.09401,74.23329,Forward
1153,point 1153,12:49:34,23.09318,74.23389,Forward
1154,point 1154,12:50:34,23.09296,74.23402,Forward
1155,point 1155,12:51:34,23.09253,74.23419,Forward
1156,point 1156,12:52:34,23.0922,74.2343,Forward
1157,point 1157,12:53:34,23.09218,74.2343,Forward
1158,point 1158,12:54:34,23.09182,74.23443,Forward
1159,point 1159,12:55:34,23.0916,74.23453,Forward
1160,point 1160,12:56:34,23.09151,74.23459,Forward
1161,point 1161,12:57:34,23.09143,74.23467,Forward
1162,point 1162,12:58:34,23.09139,74.23475,Forward
1163,point 1163,12:59:34,23.09117,74.23461,Forward
1164,point 1164,13:00:34,23.09093,74.23448,Forward
1165,point 1165,13:01:34,23.09069,74.23437,Forward
1166,point 1166,13:02:34,23.09041,74.23427,Forward
1167,point 1167,13:03:34,23.09015,74.23414,Forward
1168,point 1168,13:04:34,23.09003,74.23405,Forward
1169,point 1169,13:05:34,23.08989,74.23396,Forward
1170,point 1170,13:06:34,23.08877,74.23315,Forward
1171,point 1171,13:07:34,23.08841,74.23293,Forward
1172,point 1172,13:08:34,23.08836,74.23289,Forward
1173,point 1173,13:09:34,23.08815,74.23275,Forward
1174,point 1174,13:10:34,23.08805,74.23263,Forward
1175,point 1175,13:11:34,23.08753,74.23175,Forward
1176,point 1176,13:12:34,23.08707,74.23089,Forward
1177,point 1177,13:13:34,23.08703,74.23083,Forward
1178,point 1178,13:14:34,23.08673,74.23024,Forward
1179,point 1179,13:15:34,23.08663,74.2301,Forward
1180,point 1180,13:16:34,23.08659,74.23006,Forward
1181,point 1181,13:17:34,23.08645,74.22995,Forward
1182,point 1182,13:18:34,23.08624,74.22983,Forward
1183,point 1183,13:19:34,23.08623,74.22983,Forward
1184,point 1184,13:20:34,23.0859,74.2296,Forward
1185,point 1185,13:21:34,23.08548,74.22935,Forward
1186,point 1186,13:22:34,23.08546,74.22933,Forward
1187,point 1187,13:23:34,23.08526,74.2292,Forward
1188,point 1188,13:24:34,23.08482,74.22885,Forward
1189,point 1189,13:25:34,23.08451,74.22857,Forward
1190,point 1190,13:26:34,23.08415,74.22822,Forward
1191,point 1191,13:27:34,23.08337,74.22752,Forward
1192,point 1192,13:28:34,23.0833,74.2273,Forward
1193,point 1193,13:29:34,23.08327,74.22716,Forward
1194,point 1194,13:30:34,23.0832,74.22665,Forward
1195,point 1195,13:31:34,23.08314,74.22599,Forward
1196,point 1196,13:32:34,23.08305,74.22392,Forward
1197,point 1197,13:33:34,23.08298,74.22323,Forward
1198,point 1198,13:34:34,23.0828,74.22185,Forward
1199,point 1199,13:35:34,23.08276,74.22171,Forward
1200,point 1200,13:36:34,23.0827,74.22155,Forward
1201,point 1201,13:37:34,23.08258,74.22129,Forward
1202,point 1202,13:38:34,23.08203,74.22027,Forward
1203,point 1203,13:39:34,23.0815,74.21921,Forward
1204,point 1204,13:40:34,23.07919,74.21933,Forward
1205,point 1205,13:41:34,23.07901,74.21933,Forward
1206,point 1206,13:42:34,23.07891,74.21936,Forward
1207,point 1207,13:43:34,23.07887,74.21938,Forward
1208,point 1208,13:44:34,23.07882,74.21942,Forward
1209,point 1209,13:45:34,23.07867,74.21973,Forward
1210,point 1210,13:46:34,23.07866,74.21976,Forward
1211,point 1211,13:47:34,23.07851,74.22008,Forward
1212,point 1212,13:48:34,23.07847,74.22019,Forward
1213,point 1213,13:49:34,23.0784,74.22029,Forward
1214,point 1214,13:50:34,23.07833,74.22035,Forward
1215,point 1215,13:51:34,23.07825,74.22039,Forward
1216,point 1216,13:52:34,23.07803,74.22047,Forward
1217,point 1217,13:53:34,23.07695,74.22071,Forward
1218,point 1218,13:54:34,23.0766,74.22075,Forward
1219,point 1219,13:55:34,23.0765,74.22077,Forward
1220,point 1220,13:56:34,23.07569,74.22087,Forward
1221,point 1221,13:57:34,23.07545,74.22093,Forward
1222,point 1222,13:58:34,23.07536,74.22096,Forward
1223,point 1223,13:59:34,23.07488,74.22126,Forward
1224,point 1224,14:00:34,23.07461,74.22145,Forward
1225,point 1225,14:01:34,23.07434,74.22162,Forward
1226,point 1226,14:02:34,23.07416,74.22175,Forward
1227,point 1227,14:03:34,23.07406,74.22186,Forward
1228,point 1228,14:04:34,23.07402,74.22192,Forward
1229,point 1229,14:05:34,23.07402,74.22193,Forward
1230,point 1230,14:06:34,23.07232,74.2245,Forward
1231,point 1231,14:07:34,23.07205,74.22485,Forward
1232,point 1232,14:08:34,23.07192,74.22495,Forward
1233,point 1233,14:09:34,23.07188,74.22497,Forward
1234,point 1234,14:10:34,23.07169,74.22504,Forward
1235,point 1235,14:11:34,23.07151,74.22506,Forward
1236,point 1236,14:12:34,23.07119,74.22515,Forward
1237,point 1237,14:13:34,23.07026,74.22535,Forward
1238,point 1238,14:14:34,23.06997,74.22536,Forward
1239,point 1239,14:15:34,23.06976,74.22531,Forward
1240,point 1240,14:16:34,23.06963,74.22527,Forward
1241,point 1241,14:17:34,23.06945,74.22517,Forward
1242,point 1242,14:18:34,23.06816,74.22455,Forward
1243,point 1243,14:19:34,23.06791,74.22437,Forward
1244,point 1244,14:20:34,23.06764,74.22412,Forward
1245,point 1245,14:21:34,23.06743,74.22395,Forward
1246,point 1246,14:22:34,23.06696,74.22369,Forward
1247,point 1247,14:23:34,23.06684,74.22364,Forward
1248,point 1248,14:24:34,23.06672,74.2236,Forward
1249,point 1249,14:25:34,23.0661,74.22358,Forward
1250,point 1250,14:26:34,23.065,74.22367,Forward
1251,point 1251,14:27:34,23.06497,74.22368,Forward
1252,point 1252,14:28:34,23.06425,74.22374,Forward
1253,point 1253,14:29:34,23.064,74.22364,Forward
1254,point 1254,14:30:34,23.06356,74.22342,Forward
1255,point 1255,14:31:34,23.06326,74.22325,Forward
1256,point 1256,14:32:34,23.06301,74.22307,Forward
1257,point 1257,14:33:34,23.06296,74.22304,Forward
1258,point 1258,14:34:34,23.06281,74.22293,Forward
1259,point 1259,14:35:34,23.06193,74.22215,Forward
1260,point 1260,14:36:34,23.06153,74.22184,Forward
1261,point 1261,14:37:34,23.06142,74.22177,Forward
1262,point 1262,14:38:34,23.0613,74.22171,Forward
1263,point 1263,14:39:34,23.06055,74.22154,Forward
1264,point 1264,14:40:34,23.06053,74.22154,Forward
1265,point 1265,14:41:34,23.06034,74.22151,Forward
1266,point 1266,14:42:34,23.06021,74.22148,Forward
1267,point 1267,14:43:34,23.0602,74.22148,Forward
1268,point 1268,14:44:34,23.06009,74.22145,Forward
1269,point 1269,14:45:34,23.05998,74.22139,Forward
1270,point 1270,14:46:34,23.05985,74.22129,Forward
1271,point 1271,14:47:34,23.05966,74.22117,Forward
1272,point 1272,14:48:34,23.05949,74.22108,Forward
1273,point 1273,14:49:34,23.05932,74.22101,Forward
1274,point 1274,14:50:34,23.05847,74.22085,Forward
1275,point 1275,14:51:34,23.05626,74.22056,Forward
1276,point 1276,14:52:34,23.05617,74.22056,Forward
1277,point 1277,14:53:34,23.05613,74.22057,Forward
1278,point 1278,14:54:34,23.05603,74.22062,Forward
1279,point 1279,14:55:34,23.05593,74.22069,Forward
1280,point 1280,14:56:34,23.05588,74.22074,Forward
1281,point 1281,14:57:34,23.05587,74.22076,Forward
1282,point 1282,14:58:34,23.05572,74.22096,Forward
1283,point 1283,14:59:34,23.0556,74.22115,Forward
1284,point 1284,15:00:34,23.05549,74.22136,Forward
1285,point 1285,15:01:34,23.05549,74.22137,Forward
1286,point 1286,15:02:34,23.05518,74.22202,Forward
1287,point 1287,15:03:34,23.05507,74.22229,Forward
1288,point 1288,15:04:34,23.05502,74.22244,Forward
1289,point 1289,15:05:34,23.05449,74.22361,Forward
1290,point 1290,15:06:34,23.05394,74.22492,Forward
1291,point 1291,15:07:34,23.05349,74.22615,Forward
1292,point 1292,15:08:34,23.05346,74.22625,Forward
1293,point 1293,15:09:34,23.05343,74.2263,Forward
1294,point 1294,15:10:34,23.05339,74.22634,Forward
1295,point 1295,15:11:34,23.05335,74.22634,Forward
1296,point 1296,15:12:34,23.05328,74.22635,Forward
1297,point 1297,15:13:34,23.05289,74.22636,Forward
1298,point 1298,15:14:34,23.05282,74.22638,Forward
1299,point 1299,15:15:34,23.05278,74.2264,Forward
1300,point 1300,15:16:34,23.05275,74.22642,Forward
1301,point 1301,15:17:34,23.05257,74.22662,Forward
1302,point 1302,15:18:34,23.05236,74.22692,Forward
1303,point 1303,15:19:34,23.05235,74.22692,Forward
1304,point 1304,15:20:34,23.05191,74.22763,Forward
1305,point 1305,15:21:34,23.05179,74.22779,Forward
1306,point 1306,15:22:34,23.05125,74.22842,Forward
1307,point 1307,15:23:34,23.05112,74.22853,Forward
1308,point 1308,15:24:34,23.05087,74.22878,Forward
1309,point 1309,15:25:34,23.05058,74.22901,Forward
1310,point 1310,15:26:34,23.05016,74.2292,Forward
1311,point 1311,15:27:34,23.04866,74.22976,Forward
1312,point 1312,15:28:34,23.0486,74.22979,Forward
1313,point 1313,15:29:34,23.04846,74.22984,Forward
1314,point 1314,15:30:34,23.04826,74.22989,Forward
1315,point 1315,15:31:34,23.04789,74.22995,Forward
1316,point 1316,15:32:34,23.04777,74.22994,Forward
1317,point 1317,15:33:34,23.04748,74.22994,Forward
1318,point 1318,15:34:34,23.04736,74.22993,Forward
1319,point 1319,15:35:34,23.04633,74.22994,Forward
1320,point 1320,15:36:34,23.0461,74.22993,Forward
1321,point 1321,15:37:34,23.04602,74.2299,Forward
1322,point 1322,15:38:34,23.04595,74.22985,Forward
1323,point 1323,15:39:34,23.04587,74.22983,Forward
1324,point 1324,15:40:34,23.04577,74.22969,Forward
1325,point 1325,15:41:34,23.04555,74.22945,Forward
1326,point 1326,15:42:34,23.04541,74.22937,Forward
1327,point 1327,15:43:34,23.04529,74.22932,Forward
1328,point 1328,15:44:34,23.04516,74.22931,Forward
1329,point 1329,15:45:34,23.04436,74.22929,Forward
1330,point 1330,15:46:34,23.0433,74.22921,Forward
1331,point 1331,15:47:34,23.04291,74.2292,Forward
1332,point 1332,15:48:34,23.04275,74.22922,Forward
1333,point 1333,15:49:34,23.04261,74.22927,Forward
1334,point 1334,15:50:34,23.04253,74.22931,Forward
1335,point 1335,15:51:34,23.04246,74.22937,Forward
1336,point 1336,15:52:34,23.04239,74.22945,Forward
1337,point 1337,15:53:34,23.04231,74.22957,Forward
1338,point 1338,15:54:34,23.04215,74.2299,Forward
1339,point 1339,15:55:34,23.04176,74.23107,Forward
1340,point 1340,15:56:34,23.04171,74.23112,Forward
1341,point 1341,15:57:34,23.04168,74.23114,Forward
1342,point 1342,15:58:34,23.04165,74.23117,Forward
1343,point 1343,15:59:34,23.04159,74.23119,Forward
1344,point 1344,16:00:34,23.04157,74.2312,Forward
1345,point 1345,16:01:34,23.04152,74.2312,Forward
1346,point 1346,16:02:34,23.04117,74.23114,Forward
1347,point 1347,16:03:34,23.04117,74.23113,Forward
1348,point 1348,16:04:34,23.04012,74.23083,Forward
1349,point 1349,16:05:34,23.03996,74.2308,Forward
1350,point 1350,16:06:34,23.03984,74.2308,Forward
1351,point 1351,16:07:34,23.03977,74.23081,Forward
1352,point 1352,16:08:34,23.03974,74.23081,Forward
1353,point 1353,16:09:34,23.03963,74.23084,Forward
1354,point 1354,16:10:34,23.03944,74.23095,Forward
1355,point 1355,16:11:34,23.03939,74.23099,Forward
1356,point 1356,16:12:34,23.039,74.23125,Forward
1357,point 1357,16:13:34,23.03803,74.23183,Forward
1358,point 1358,16:14:34,23.03802,74.23184,Forward
1359,point 1359,16:15:34,23.03762,74.23212,Forward
1360,point 1360,16:16:34,23.03687,74.23254,Forward
1361,point 1361,16:17:34,23.03634,74.23288,Forward
1362,point 1362,16:18:34,23.03606,74.23301,Forward
1363,point 1363,16:19:34,23.03565,74.23241,Forward
1364,point 1364,16:20:34,23.03555,74.23228,Forward
1365,point 1365,16:21:34,23.03402,74.23005,Forward
1366,point 1366,16:22:34,23.03393,74.2299,Forward
1367,point 1367,16:23:34,23.03387,74.22978,Forward
1368,point 1368,16:24:34,23.03357,74.22905,Forward
1369,point 1369,16:25:34,23.03356,74.22901,Forward
1370,point 1370,16:26:34,23.03351,74.22889,Forward
1371,point 1371,16:27:34,23.03305,74.22758,Forward
1372,point 1372,16:28:34,23.03304,74.22756,Forward
1373,point 1373,16:29:34,23.03278,74.22683,Forward
1374,point 1374,16:30:34,23.03278,74.2268,Forward
1375,point 1375,16:31:34,23.03237,74.22566,Forward
1376,point 1376,16:32:34,23.03234,74.22554,Forward
1377,point 1377,16:33:34,23.03231,74.22545,Forward
1378,point 1378,16:34:34,23.03224,74.22515,Forward
1379,point 1379,16:35:34,23.03224,74.22514,Forward
1380,point 1380,16:36:34,23.03178,74.22339,Forward
1381,point 1381,16:37:34,23.03166,74.22287,Forward
1382,point 1382,16:38:34,23.03139,74.22212,Forward
1383,point 1383,16:39:34,23.03119,74.22164,Forward
1384,point 1384,16:40:34,23.02994,74.21837,Forward
1385,point 1385,16:41:34,23.02983,74.21811,Forward
1386,point 1386,16:42:34,23.02769,74.21253,Forward
1387,point 1387,16:43:34,23.02552,74.20778,Forward
1388,point 1388,16:44:34,23.02518,74.20699,Forward
1389,point 1389,16:45:34,23.02368,74.20376,Forward
1390,point 1390,16:46:34,23.02365,74.20368,Forward
1391,point 1391,16:47:34,23.02365,74.20367,Forward
1392,point 1392,16:48:34,23.02291,74.2021,Forward
1393,point 1393,16:49:34,23.02264,74.2016,Forward
1394,point 1394,16:50:34,23.02245,74.20128,Forward
1395,point 1395,16:51:34,23.02244,74.20127,Forward
1396,point 1396,16:52:34,23.02239,74.20118,Forward
1397,point 1397,16:53:34,23.02232,74.20108,Forward
1398,point 1398,16:54:34,23.02015,74.19752,Forward
1399,point 1399,16:55:34,23.01997,74.19718,Forward
1400,point 1400,16:56:34,23.01981,74.19681,Forward
1401,point 1401,16:57:34,23.01934,74.19544,Forward
1402,point 1402,16:58:34,23.01932,74.1954,Forward
1403,point 1403,16:59:34,23.01845,74.19286,Forward
1404,point 1404,17:00:34,23.01738,74.18862,Forward
1405,point 1405,17:01:34,23.01727,74.18825,Forward
1406,point 1406,17:02:34,23.01678,74.18633,Forward
1407,point 1407,17:03:34,23.0167,74.18608,Forward
1408,point 1408,17:04:34,23.01457,74.1779,Forward
1409,point 1409,17:05:34,23.01457,74.17789,Forward
1410,point 1410,17:06:34,23.01428,74.17678,Forward
1411,point 1411,17:07:34,23.01427,74.17676,Forward
1412,point 1412,17:08:34,23.01323,74.17262,Forward
1413,point 1413,17:09:34,23.01321,74.17257,Forward
1414,point 1414,17:10:34,23.01309,74.17213,Forward
1415,point 1415,17:11:34,23.01295,74.17152,Forward
1416,point 1416,17:12:34,23.01197,74.16777,Forward
1417,point 1417,17:13:34,23.01186,74.16727,Forward
1418,point 1418,17:14:34,23.01172,74.1668,Forward
1419,point 1419,17:15:34,23.01161,74.1661,Forward
1420,point 1420,17:16:34,23.01139,74.16412,Forward
1421,point 1421,17:17:34,23.01137,74.16402,Forward
1422,point 1422,17:18:34,23.01107,74.16141,Forward
1423,point 1423,17:19:34,23.01103,74.16115,Forward
1424,point 1424,17:20:34,23.01084,74.15942,Forward
1425,point 1425,17:21:34,23.01083,74.1591,Forward
1426,point 1426,17:22:34,23.01084,74.15895,Forward
1427,point 1427,17:23:34,23.00991,74.15888,Forward
1428,point 1428,17:24:34,23.00885,74.15875,Forward
1429,point 1429,17:25:34,23.00843,74.15861,Forward
1430,point 1430,17:26:34,23.00843,74.15862,Forward
1431,point 1431,17:27:34,23.00842,74.15862,Forward
1432,point 1432,17:28:34,23.00842,74.15863,Forward
1433,point 1433,17:29:34,23.0084,74.15863,Forward
1434,point 1434,17:30:34,23.0084,74.15864,Forward
1435,point 1435,17:31:34,23.00835,74.15864,Forward
1436,point 1436,17:32:34,23.00835,74.15863,Forward
1437,point 1437,17:33:34,23.00833,74.15863,Forward
1438,point 1438,17:34:34,23.00833,74.15862,Forward
1439,point 1439,17:35:34,23.00832,74.15862,Forward
1440,point 1440,17:36:34,23.00832,74.15861,Forward
1441,point 1441,17:37:34,23.00831,74.15861,Forward
1442,point 1442,17:38:34,23.00831,74.1586,Forward
1443,point 1443,17:39:34,23.0083,74.1586,Forward
1444,point 1444,17:40:34,23.0083,74.15857,Forward
1445,point 1445,17:41:34,23.00829,74.15857,Forward
1446,point 1446,17:42:34,23.00829,74.15855,Forward
1447,point 1447,17:43:34,23.0083,74.15855,Forward
1448,point 1448,17:44:34,23.0083,74.15852,Forward
1449,point 1449,17:45:34,23.00831,74.15851,Forward
1450,point 1450,17:46:34,23.00831,74.1585,Forward
1451,point 1451,17:47:34,23.00832,74.1585,Forward
1452,point 1452,17:48:34,23.00832,74.15849,Forward
1453,point 1453,17:49:34,23.00833,74.15849,Forward
1454,point 1454,17:50:34,23.00834,74.15848,Forward
1455,point 1455,17:51:34,23.00828,74.15841,Forward
1456,point 1456,17:52:34,23.00828,74.15839,Forward
1457,point 1457,17:53:34,23.00818,74.15822,Forward
1458,point 1458,17:54:34,23.00803,74.15791,Forward
1459,point 1459,17:55:34,23.00798,74.15778,Forward
1460,point 1460,17:56:34,23.00791,74.15754,Forward
1461,point 1461,17:57:34,23.00785,74.15727,Forward
1462,point 1462,17:58:34,23.00784,74.1572,Forward
1463,point 1463,17:59:34,23.00776,74.15692,Forward
1464,point 1464,18:00:34,23.00768,74.15671,Forward
1465,point 1465,18:01:34,23.0076,74.15655,Forward
1466,point 1466,18:02:34,23.00709,74.15564,Forward
1467,point 1467,18:03:34,23.00685,74.15536,Forward
1468,point 1468,18:04:34,23.00593,74.15411,Forward
1469,point 1469,18:05:34,23.00574,74.15387,Forward
1470,point 1470,18:06:34,23.00556,74.1537,Forward
1471,point 1471,18:07:34,23.00536,74.15355,Forward
1472,point 1472,18:08:34,23.00509,74.1534,Forward
1473,point 1473,18:09:34,23.00472,74.15325,Forward
1474,point 1474,18:10:34,23.00463,74.15322,Forward
1475,point 1475,18:11:34,23.00462,74.15322,Forward
1476,point 1476,18:12:34,23.0041,74.15311,Forward
1477,point 1477,18:13:34,23.0003,74.15215,Forward
1478,point 1478,18:14:34,23.00003,74.15207,Forward
1479,point 1479,18:15:34,22.99939,74.15182,Forward
1480,point 1480,18:16:34,22.99896,74.15161,Forward
1481,point 1481,18:17:34,22.99872,74.15148,Forward
1482,point 1482,18:18:34,22.99857,74.15141,Forward
1483,point 1483,18:19:34,22.99828,74.15125,Forward
1484,point 1484,18:20:34,22.9979,74.15106,Forward
1485,point 1485,18:21:34,22.99786,74.15103,Forward
1486,point 1486,18:22:34,22.99783,74.15102,Forward
1487,point 1487,18:23:34,22.99782,74.15101,Forward
1488,point 1488,18:24:34,22.99761,74.1509,Forward
1489,point 1489,18:25:34,22.99725,74.15068,Forward
1490,point 1490,18:26:34,22.99692,74.15052,Forward
1491,point 1491,18:27:34,22.99683,74.15046,Forward
1492,point 1492,18:28:34,22.99438,74.14915,Forward
1493,point 1493,18:29:34,22.99409,74.14898,Forward
1494,point 1494,18:30:34,22.99133,74.14749,Forward
1495,point 1495,18:31:34,22.99133,74.14748,Forward
1496,point 1496,18:32:34,22.98779,74.14559,Forward
1497,point 1497,18:33:34,22.98726,74.14529,Forward
1498,point 1498,18:34:34,22.98676,74.14498,Forward
1499,point 1499,18:35:34,22.98659,74.14485,Forward
1500,point 1500,18:36:34,22.98637,74.14464,Forward
1501,point 1501,18:37:34,22.98607,74.14426,Forward
1502,point 1502,18:38:34,22.98579,74.14382,Forward
1503,point 1503,18:39:34,22.98268,74.13863,Forward
1504,point 1504,18:40:34,22.98268,74.13862,Forward
1505,point 1505,18:41:34,22.98259,74.13847,Forward
1506,point 1506,18:42:34,22.98259,74.13846,Forward
1507,point 1507,18:43:34,22.98249,74.13831,Forward
1508,point 1508,18:44:34,22.9816,74.13683,Forward
1509,point 1509,18:45:34,22.98152,74.13668,Forward
1510,point 1510,18:46:34,22.9815,74.13667,Forward
1511,point 1511,18:47:34,22.9815,74.13666,Forward
1512,point 1512,18:48:34,22.98143,74.13654,Forward
1513,point 1513,18:49:34,22.9814,74.1365,Forward
1514,point 1514,18:50:34,22.97915,74.13274,Forward
1515,point 1515,18:51:34,22.97914,74.13273,Forward
1516,point 1516,18:52:34,22.97845,74.1316,Forward
1517,point 1517,18:53:34,22.97824,74.13137,Forward
1518,point 1518,18:54:34,22.97811,74.13128,Forward
1519,point 1519,18:55:34,22.97794,74.13122,Forward
1520,point 1520,18:56:34,22.97783,74.1312,Forward
1521,point 1521,18:57:34,22.97755,74.13119,Forward
1522,point 1522,18:58:34,22.97741,74.1312,Forward
1523,point 1523,18:59:34,22.97623,74.1312,Forward
1524,point 1524,19:00:34,22.97604,74.13117,Forward
1525,point 1525,19:01:34,22.9759,74.13113,Forward
1526,point 1526,19:02:34,22.97577,74.13108,Forward
1527,point 1527,19:03:34,22.9756,74.13099,Forward
1528,point 1528,19:04:34,22.97556,74.13098,Forward
1529,point 1529,19:05:34,22.97528,74.13078,Forward
1530,point 1530,19:06:34,22.97505,74.13057,Forward
1531,point 1531,19:07:34,22.97488,74.13039,Forward
1532,point 1532,19:08:34,22.97474,74.13026,Forward
1533,point 1533,19:09:34,22.97458,74.13013,Forward
1534,point 1534,19:10:34,22.97445,74.13006,Forward
1535,point 1535,19:11:34,22.97444,74.13005,Forward
1536,point 1536,19:12:34,22.97418,74.12995,Forward
1537,point 1537,19:13:34,22.97281,74.1295,Forward
1538,point 1538,19:14:34,22.97273,74.12948,Forward
1539,point 1539,19:15:34,22.97135,74.12904,Forward
1540,point 1540,19:16:34,22.97126,74.129,Forward
1541,point 1541,19:17:34,22.97075,74.12885,Forward
1542,point 1542,19:18:34,22.97049,74.12876,Forward
1543,point 1543,19:19:34,22.97014,74.12866,Forward
1544,point 1544,19:20:34,22.97013,74.12865,Forward
1545,point 1545,19:21:34,22.96951,74.12843,Forward
1546,point 1546,19:22:34,22.96921,74.12828,Forward
1547,point 1547,19:23:34,22.96918,74.12827,Forward
1548,point 1548,19:24:34,22.96914,74.12824,Forward
1549,point 1549,19:25:34,22.96887,74.1281,Forward
1550,point 1550,19:26:34,22.9681,74.12765,Forward
1551,point 1551,19:27:34,22.96809,74.12765,Forward
1552,point 1552,19:28:34,22.9668,74.12686,Forward
1553,point 1553,19:29:34,22.9654,74.12608,Forward
1554,point 1554,19:30:34,22.96504,74.12586,Forward
1555,point 1555,19:31:34,22.96476,74.12567,Forward
1556,point 1556,19:32:34,22.96448,74.12545,Forward
1557,point 1557,19:33:34,22.96437,74.12535,Forward
1558,point 1558,19:34:34,22.96424,74.12521,Forward
1559,point 1559,19:35:34,22.96389,74.12477,Forward
1560,point 1560,19:36:34,22.96367,74.12439,Forward
1561,point 1561,19:37:34,22.96355,74.12411,Forward
1562,point 1562,19:38:34,22.96352,74.12407,Forward
1563,point 1563,19:39:34,22.96344,74.12386,Forward
1564,point 1564,19:40:34,22.96246,74.12073,Forward
1565,point 1565,19:41:34,22.96226,74.12018,Forward
1566,point 1566,19:42:34,22.96213,74.11988,Forward
1567,point 1567,19:43:34,22.96197,74.11955,Forward
1568,point 1568,19:44:34,22.96169,74.11907,Forward
1569,point 1569,19:45:34,22.96153,74.11883,Forward
1570,point 1570,19:46:34,22.96106,74.11828,Forward
1571,point 1571,19:47:34,22.95782,74.11516,Forward
1572,point 1572,19:48:34,22.95777,74.11512,Forward
1573,point 1573,19:49:34,22.9551,74.11254,Forward
1574,point 1574,19:50:34,22.95482,74.11222,Forward
1575,point 1575,19:51:34,22.95459,74.11192,Forward
1576,point 1576,19:52:34,22.95441,74.11166,Forward
1577,point 1577,19:53:34,22.95428,74.11144,Forward
1578,point 1578,19:54:34,22.95423,74.11133,Forward
1579,point 1579,19:55:34,22.95219,74.1079,Forward
1580,point 1580,19:56:34,22.95209,74.10775,Forward
1581,point 1581,19:57:34,22.95024,74.10462,Forward
1582,point 1582,19:58:34,22.94929,74.10295,Forward
1583,point 1583,19:59:34,22.94915,74.10273,Forward
1584,point 1584,20:00:34,22.94896,74.1025,Forward
1585,point 1585,20:01:34,22.94871,74.10231,Forward
1586,point 1586,20:02:34,22.94852,74.10223,Forward
1587,point 1587,20:03:34,22.94833,74.10217,Forward
1588,point 1588,20:04:34,22.94825,74.10216,Forward
1589,point 1589,20:05:34,22.94819,74.10214,Forward
1590,point 1590,20:06:34,22.94775,74.10206,Forward
1591,point 1591,20:07:34,22.94773,74.10205,Forward
1592,point 1592,20:08:34,22.94709,74.10192,Forward
1593,point 1593,20:09:34,22.94696,74.10188,Forward
1594,point 1594,20:10:34,22.94684,74.10183,Forward
1595,point 1595,20:11:34,22.94672,74.10174,Forward
1596,point 1596,20:12:34,22.94663,74.10165,Forward
1597,point 1597,20:13:34,22.94654,74.10152,Forward
1598,point 1598,20:14:34,22.94646,74.10134,Forward
1599,point 1599,20:15:34,22.94639,74.10115,Forward
1600,point 1600,20:16:34,22.94585,74.09944,Forward
1601,point 1601,20:17:34,22.94583,74.0994,Forward
1602,point 1602,20:18:34,22.94539,74.09804,Forward
1603,point 1603,20:19:34,22.94534,74.09793,Forward
1604,point 1604,20:20:34,22.94518,74.09743,Forward
1605,point 1605,20:21:34,22.94388,74.09185,Forward
1606,point 1606,20:22:34,22.94388,74.09184,Forward
1607,point 1607,20:23:34,22.94356,74.09048,Forward
1608,point 1608,20:24:34,22.94356,74.09047,Forward
1609,point 1609,20:25:34,22.94336,74.08962,Forward
1610,point 1610,20:26:34,22.94312,74.08874,Forward
1611,point 1611,20:27:34,22.94293,74.08829,Forward
1612,point 1612,20:28:34,22.94273,74.08791,Forward
1613,point 1613,20:29:34,22.94261,74.08773,Forward
1614,point 1614,20:30:34,22.94231,74.08738,Forward
1615,point 1615,20:31:34,22.94231,74.08737,Forward
1616,point 1616,20:32:34,22.94223,74.08729,Forward
1617,point 1617,20:33:34,22.94171,74.08668,Forward
1618,point 1618,20:34:34,22.9417,74.08666,Forward
1619,point 1619,20:35:34,22.94158,74.08649,Forward
1620,point 1620,20:36:34,22.94142,74.0862,Forward
1621,point 1621,20:37:34,22.94129,74.08591,Forward
1622,point 1622,20:38:34,22.94121,74.08568,Forward
1623,point 1623,20:39:34,22.94102,74.08491,Forward
1624,point 1624,20:40:34,22.941,74.08486,Forward
1625,point 1625,20:41:34,22.94034,74.08227,Forward
1626,point 1626,20:42:34,22.94014,74.0816,Forward
1627,point 1627,20:43:34,22.93989,74.08102,Forward
1628,point 1628,20:44:34,22.9397,74.08067,Forward
1629,point 1629,20:45:34,22.93937,74.08017,Forward
1630,point 1630,20:46:34,22.9392,74.07999,Forward
1631,point 1631,20:47:34,22.93912,74.07989,Forward
1632,point 1632,20:48:34,22.9312,74.07245,Forward
1633,point 1633,20:49:34,22.93057,74.07197,Forward
1634,point 1634,20:50:34,22.92938,74.07118,Forward
1635,point 1635,20:51:34,22.92937,74.07117,Forward
1636,point 1636,20:52:34,22.92901,74.07093,Forward
1637,point 1637,20:53:34,22.92894,74.07087,Forward
1638,point 1638,20:54:34,22.92883,74.07081,Forward
1639,point 1639,20:55:34,22.92767,74.07002,Forward
1640,point 1640,20:56:34,22.92757,74.06996,Forward
1641,point 1641,20:57:34,22.9262,74.06903,Forward
